id,first_name,last_name,email,gender,addressLine1,addressLine2,city,state,zip,ssn,mobile,phone,dob,products_purchased,complains,money_spent
658375013-9,Richardo,Scurlock,rscurlock1l@weibo.com,Female,744 Butterfield Pass,,Young America,Minnesota,55557,796-76-6495,952-309-7732,205-540-4437,1972-04-27,7,0,1110.92
689397330-6,Benjie,Russen,brussen1m@ehow.com,Male,2 Clemons Lane,,Carson City,Nevada,89714,249-63-5804,775-802-6921,214-500-2264,1939-03-02,16,1,1717.58
429866829-0,Lanita,Wellings,lwellings1n@privacy.gov.au,Female,6 Sugar Circle,,Columbus,Ohio,43215,294-56-8102,513-557-2115,503-291-4258,1972-12-02,8,2,2456.67
240564940-3,Melina,Coggins,mcoggins1o@guardian.co.uk,Female,50 Crownhardt Street,,Spokane,Washington,99215,748-89-3507,509-269-2106,757-998-4501,1981-04-04,6,3,1380.55
600158270-X,Sibel,Villar,svillar1p@lulu.com,Male,304 Lake View Drive,,Minneapolis,Minnesota,55446,308-92-4165,612-940-2156,214-177-4597,1950-05-17,18,0,964.64
297858873-X,Belia,Cancott,bcancott1q@etsy.com,Male,0 Kropf Crossing,,Anchorage,Alaska,99522,356-64-3387,907-326-8599,602-933-3156,1980-09-04,5,2,2763.71
995604751-1,Lesley,Jurzyk,ljurzyk1r@deviantart.com,Female,1 Waubesa Parkway,,Ann Arbor,Michigan,48107,835-69-0818,734-350-9090,304-928-0863,1972-07-03,8,1,1646.94
944949627-7,Amargo,Hinder,ahinder1s@a8.net,Female,21 Monument Drive,,Washington,District of Columbia,20073,365-10-6574,202-587-3650,913-667-3942,1983-11-17,4,3,2999.75
017821026-9,Isac,Jubb,ijubb1t@usnews.com,Female,1606 Bay Avenue,,El Paso,Texas,88589,269-02-1483,915-905-5716,614-108-3016,1973-10-19,12,1,1969.49
941142647-6,Marcelia,Flavelle,mflavelle1u@arizona.edu,Female,7133 Memorial Road,,Arlington,Texas,76004,478-12-2963,817-232-2302,434-394-6128,1989-08-28,17,2,816.0
239209890-5,Ricky,Sexon,rsexon1v@homestead.com,Male,76417 Petterle Alley,,Racine,Wisconsin,53405,400-41-2088,262-870-9079,813-594-1669,1944-11-29,12,3,2248.13
033311534-1,Evelyn,Fittis,efittis1w@washington.edu,Male,456 Towne Trail,,Dayton,Ohio,45426,807-45-4430,937-250-4590,206-964-0113,1985-08-23,7,0,1988.2
584574804-6,Tailor,Ernshaw,ternshaw1x@intel.com,Male,58838 Reindahl Avenue,,Charlotte,North Carolina,28225,140-43-0341,704-731-7088,650-266-8243,1938-10-25,4,1,251.27
400991923-X,Cal,Ballefant,cballefant1y@shareasale.com,Female,97153 Lakewood Terrace,,Vancouver,Washington,98687,168-49-7964,360-229-5132,317-156-9758,1992-09-23,7,1,1641.66
369512457-1,Devi,Harbinson,dharbinson1z@auda.org.au,Male,66307 Messerschmidt Crossing,,El Paso,Texas,79945,851-16-1083,915-372-5404,216-534-1728,1933-11-24,2,2,728.4
813888467-3,Rani,Wyldbore,rwyldbore20@weebly.com,Female,7213 Helena Plaza,,Sioux City,Iowa,51110,757-45-5539,712-698-6667,417-914-0333,1954-09-23,12,1,1213.05
643159281-6,Arty,Winterburn,awinterburn21@ft.com,Female,733 Pine View Parkway,,Seattle,Washington,98115,615-54-2570,425-586-1834,941-508-2725,1949-08-10,18,1,2217.3
906691132-8,Harwilll,Van de Castele,hvandecastele22@seesaa.net,Female,4548 Vahlen Road,,Charlotte,North Carolina,28225,495-93-4221,704-925-2816,309-587-5926,1973-11-27,14,3,2557.0
623487027-9,Ann,Robez,arobez23@delicious.com,Female,5 Lotheville Circle,,Lexington,Kentucky,40515,504-86-1253,859-986-7671,806-621-3744,1986-09-22,3,1,2377.19
752764634-9,Lanita,Sokale,lsokale24@constantcontact.com,Female,398 Pepper Wood Alley,,Fort Wayne,Indiana,46862,886-94-9372,260-862-6809,202-714-0611,1965-11-25,4,0,1775.69
653815880-3,Amara,Staresmeare,astaresmeare25@boston.com,Male,8 Debra Street,,Charlotte,North Carolina,28215,338-33-0707,704-802-4616,323-568-3543,1941-08-02,12,3,794.72
939327348-0,Coleen,Hariot,chariot26@webs.com,Female,69789 Northview Crossing,,New Orleans,Louisiana,70142,271-31-6942,504-753-5014,212-897-6426,1967-12-10,15,3,686.82
941729123-8,Trace,Devonald,tdevonald27@unc.edu,Male,85 Union Park,,Akron,Ohio,44310,668-11-8973,330-609-1638,954-524-5430,1984-10-14,20,2,823.8
253901597-2,Marshall,Larkcum,mlarkcum28@about.me,Female,6204 Eggendart Terrace,,Charlotte,North Carolina,28205,555-82-8702,704-760-6970,847-601-6397,1989-07-02,14,3,1929.52
633646306-0,Aleksandr,Costen,acosten29@drupal.org,Female,71 Gina Plaza,,Omaha,Nebraska,68124,755-41-4314,402-886-3185,615-632-7931,1991-08-20,11,2,2386.59
775647883-5,Shaylynn,Streather,sstreather2a@gizmodo.com,Male,88209 Columbus Avenue,,Portland,Maine,04109,665-92-9460,207-703-5611,615-541-7233,1934-11-23,7,1,2550.91
237579702-7,Bobinette,MacBey,bmacbey2b@washingtonpost.com,Female,5 Luster Lane,,New York City,New York,10260,455-99-1639,212-565-7633,304-148-4335,1972-06-23,20,1,1143.16
242055108-7,Tabby,Corah,tcorah2c@statcounter.com,Male,78347 Quincy Drive,,Pittsburgh,Pennsylvania,15215,336-99-3626,412-467-8082,208-213-4009,1982-06-23,7,3,1222.9
091282401-8,Deidre,Chaffen,dchaffen2d@blinklist.com,Male,133 Tennyson Street,,Huntington,West Virginia,25726,897-14-1943,304-943-3072,405-550-2023,1972-07-29,14,3,1647.39
408451556-6,Asher,Colum,acolum2e@squarespace.com,Male,18520 Hooker Drive,,San Antonio,Texas,78260,416-55-0002,830-517-3467,682-373-9668,1947-07-04,19,2,2356.97
600292096-X,Hayden,Embery,hembery2f@comcast.net,Male,718 Dottie Lane,,Dallas,Texas,75287,162-69-2926,972-516-3291,720-356-9149,1991-10-16,10,0,2988.33
470824688-9,Matthiew,Putton,mputton2g@unblog.fr,Female,70806 Moland Circle,,Louisville,Kentucky,40293,709-96-1351,502-223-6630,202-748-9474,1954-03-02,18,3,2714.34
994037162-4,Butch,Charnock,bcharnock2h@livejournal.com,Female,933 Fairview Avenue,,Inglewood,California,90310,580-65-7645,310-118-4291,414-414-6563,1955-04-06,3,3,2467.82
670065756-3,Humfrid,Richford,hrichford2i@ovh.net,Female,2397 East Hill,,Birmingham,Alabama,35210,678-49-3323,205-691-1931,937-923-0144,1997-08-18,8,0,1849.66
464959251-8,Lucie,Casellas,lcasellas2j@macromedia.com,Male,513 Evergreen Place,,Saint Louis,Missouri,63126,354-85-2590,314-751-1102,603-560-6938,1971-12-15,4,2,1572.64
715994813-0,Davine,Marvell,dmarvell2k@wikipedia.org,Female,20 Orin Crossing,,Ogden,Utah,84409,841-54-0618,801-531-4977,907-475-5453,1996-01-07,9,0,168.01
523709198-9,Trueman,Domerq,tdomerq2l@list-manage.com,Female,3 5th Trail,,Springfield,Illinois,62764,683-21-8471,217-477-3919,559-999-6241,1943-10-09,10,1,2971.11
490010261-X,Coleman,Dulake,cdulake2m@google.com.au,Male,30316 Dayton Point,,Fresno,California,93750,205-78-5688,559-279-6195,520-482-4983,1934-10-05,1,2,1586.64
708653371-8,Bay,Hyndson,bhyndson2n@scientificamerican.com,Male,3754 Almo Court,,Lubbock,Texas,79405,470-83-3891,806-139-2480,239-508-9832,2004-08-09,4,1,2322.2
647563225-2,Dud,Adkin,dadkin2o@xinhuanet.com,Female,28504 Thierer Avenue,,Saint Louis,Missouri,63121,222-90-9815,314-256-9778,203-516-6209,1988-03-25,12,1,700.71
416502837-1,Cord,Janton,cjanton2p@goodreads.com,Male,15461 Scofield Crossing,,Hartford,Connecticut,06140,670-89-3935,860-329-3285,321-456-8793,1950-06-22,11,2,1429.72
209236914-8,Jewelle,Boissier,jboissier2q@nps.gov,Male,614 Algoma Junction,,Louisville,Kentucky,40233,202-58-5255,502-936-6507,212-226-3072,1975-04-04,15,2,2067.18
579479410-0,Zsazsa,Rowbottom,zrowbottom2r@jugem.jp,Male,301 Heffernan Court,,Colorado Springs,Colorado,80925,479-81-8454,719-874-8957,415-354-6691,1959-02-03,2,1,1790.36
173146852-0,Reinald,Ivery,rivery2s@netvibes.com,Male,44081 Harper Plaza,,Metairie,Louisiana,70005,261-37-3466,504-123-9297,915-229-7681,1996-11-28,14,2,1295.38
789629680-2,Gibb,Bendle,gbendle2t@oakley.com,Male,9 Carey Junction,,Sacramento,California,95833,386-42-3692,916-375-6930,225-492-1514,2004-03-16,13,3,434.38
032163609-0,Lorenza,Febre,lfebre2u@jugem.jp,Female,15393 Thackeray Point,,Bonita Springs,Florida,34135,786-05-5203,941-562-6043,913-443-4226,1974-11-28,3,2,2129.1
487004122-7,Melesa,Muller,mmuller2v@nbcnews.com,Male,9 Mcbride Park,,Saint Louis,Missouri,63169,493-79-1719,314-568-8469,202-725-8040,1970-03-20,2,1,2659.02
860675894-9,Inglebert,Mc Comb,imccomb2w@1688.com,Female,80092 Ryan Crossing,,Charlotte,North Carolina,28205,447-92-2949,704-412-5672,206-669-3692,1933-08-03,7,1,2977.58
340962477-5,Aurthur,Akred,aakred2x@epa.gov,Male,9370 Scott Street,,Memphis,Tennessee,38143,603-67-7461,901-131-5062,614-877-2381,1999-10-09,19,1,165.27
285966224-3,Sidoney,Gargett,sgargett2y@miibeian.gov.cn,Male,5 Canary Road,,Ventura,California,93005,254-04-9894,805-620-1015,609-483-1217,1934-09-19,18,3,2026.66
670764995-7,Salomone,Leechman,sleechman2z@springer.com,Male,8 Monument Lane,,Columbia,South Carolina,29220,273-94-3825,803-824-2750,719-833-4216,1937-07-19,10,3,2466.81
756289764-6,Luella,Langtry,llangtry30@google.fr,Male,9 Grim Circle,,Memphis,Tennessee,38150,780-69-8968,901-602-9931,215-756-5825,1994-11-23,10,2,933.83
929604826-5,Tiler,Bratch,tbratch31@yandex.ru,Female,9 Alpine Center,,San Antonio,Texas,78250,184-79-2573,210-934-0543,916-705-0867,1936-02-12,11,3,1287.67
419728355-5,Marie-jeanne,Colkett,mcolkett32@amazon.co.jp,Female,42757 Portage Pass,,Lexington,Kentucky,40524,637-73-0921,859-888-0881,901-360-0579,1945-09-30,12,2,2382.47
450750709-X,Dori,Schonfelder,dschonfelder33@ask.com,Male,6446 Ruskin Court,,Buffalo,New York,14269,880-69-2429,716-583-0767,323-471-3521,1972-10-23,19,2,1118.7
005358192-X,Ariella,Isley,aisley34@studiopress.com,Female,39 Spenser Junction,,Springfield,Massachusetts,01129,479-58-6625,413-114-4923,773-447-4138,1977-10-27,16,2,463.07
329648701-8,Parker,Armatidge,parmatidge35@forbes.com,Female,91558 Upham Circle,,Warren,Ohio,44485,107-29-7930,330-283-5567,512-992-6982,1938-04-26,15,3,1708.61
146589573-6,Annadiana,Throughton,athroughton36@nyu.edu,Female,0 Talmadge Pass,,White Plains,New York,10606,804-69-4349,914-647-4434,806-252-0320,1955-10-27,14,0,929.26
714560533-3,Shandee,Banfield,sbanfield37@icio.us,Male,539 Ridge Oak Place,,Raleigh,North Carolina,27621,483-40-0818,919-852-0894,850-200-9150,1991-01-29,15,3,560.42
682839610-3,Charmian,Lappine,clappine38@about.me,Female,81 Maywood Way,,Atlanta,Georgia,30380,841-21-2927,404-967-9212,334-278-3620,1949-08-17,16,3,1320.88
955609238-2,Ainslie,Giovannoni,agiovannoni39@scientificamerican.com,Female,3 Mendota Terrace,,Miami,Florida,33158,249-71-0228,305-151-9183,414-386-8906,2003-07-30,4,2,2401.24
542731798-8,Rabbi,Bridger,rbridger3a@cdbaby.com,Male,8 Prairieview Avenue,,Sacramento,California,94257,897-49-3244,916-572-2918,951-865-7283,1944-11-20,15,2,1162.51
697283200-4,Jackie,Zettler,jzettler3b@twitter.com,Female,0 Burning Wood Point,,North Hollywood,California,91616,600-42-8951,213-825-1555,360-617-1374,1951-12-29,6,3,2238.76
365543741-2,Renae,Fawke,rfawke3c@icq.com,Female,908 Shasta Lane,,Jacksonville,Florida,32230,612-48-6686,904-933-7722,352-575-6766,1941-12-26,12,3,677.06
357100901-0,Hallie,Bakster,hbakster3d@paginegialle.it,Male,034 Vermont Pass,,Arlington,Texas,76016,712-69-3147,972-671-7853,702-500-6138,1935-12-01,3,3,2548.23
651731215-3,Dasya,Balk,dbalk3e@1688.com,Male,6 Dawn Pass,,Syracuse,New York,13217,195-85-1978,315-381-4324,518-303-3803,1979-09-28,14,2,2280.24
153441976-4,Adiana,Mifflin,amifflin3f@bravesites.com,Female,696 Oakridge Street,,Miami,Florida,33169,808-35-5574,305-781-0601,605-562-4775,1942-01-24,1,1,804.73
976498406-1,Jdavie,Rippen,jrippen3g@europa.eu,Male,20558 Dennis Point,,Yakima,Washington,98907,249-18-1759,509-244-3140,646-423-1001,1946-05-16,19,1,1199.85
858822567-0,Denver,Lantiff,dlantiff3h@harvard.edu,Male,59 Hazelcrest Drive,,Juneau,Alaska,99812,312-10-1093,907-266-4729,305-930-5143,1993-02-25,5,2,1904.27
136587527-X,Allayne,Lodewick,alodewick3i@nymag.com,Female,355 Sycamore Hill,,Cincinnati,Ohio,45271,567-84-4242,513-593-8729,770-500-2388,1994-08-13,3,2,1506.82
166484814-2,Vanya,Husset,vhusset3j@irs.gov,Male,3737 Union Way,,New York City,New York,10203,726-51-4730,212-402-0123,608-348-4294,1988-01-06,13,1,1293.92
603879125-6,Dyna,Normant,dnormant3k@woothemes.com,Female,7428 David Court,,San Francisco,California,94110,572-42-9797,562-593-0879,202-723-7622,1955-05-26,12,2,2322.45
443115111-7,Torin,O'Halloran,tohalloran3l@istockphoto.com,Male,8 Barnett Plaza,,Stockton,California,95210,762-03-3595,209-777-5616,508-600-1813,1933-08-01,1,2,630.72
760472622-4,Hazel,Dake,hdake3m@prlog.org,Male,04100 School Circle,,Charleston,West Virginia,25336,724-87-7402,304-834-5072,801-974-0645,1951-08-27,1,0,1349.51
899669337-5,Peadar,Bordone,pbordone3n@abc.net.au,Male,1507 Veith Pass,,Mobile,Alabama,36670,745-89-0657,251-890-3715,325-606-7216,2003-02-28,12,2,1466.26
652839213-7,Erica,Steaning,esteaning3o@example.com,Male,3966 Buhler Center,,Baltimore,Maryland,21290,248-39-5290,410-859-1529,602-980-0779,1986-01-13,13,0,2297.35
331567818-9,Tawsha,Bradder,tbradder3p@sfgate.com,Female,77070 Menomonie Trail,,Ogden,Utah,84403,259-85-2890,801-344-8103,404-679-6537,1947-12-21,19,3,449.44
020368908-9,Karil,Diaper,kdiaper3q@ycombinator.com,Male,015 Marquette Point,,Memphis,Tennessee,38150,479-19-1704,901-958-7180,217-466-0997,1975-04-27,1,0,2714.7
659126928-2,Lilllie,Breddy,lbreddy3r@jigsy.com,Female,8866 Merchant Park,,Santa Ana,California,92705,254-18-7697,619-913-6657,513-304-3998,1989-10-22,7,3,1021.13
850057049-0,Doris,Buie,dbuie3s@yolasite.com,Male,59 Hermina Street,,Sioux City,Iowa,51110,648-56-3318,712-248-5798,806-646-4260,1997-08-24,19,2,1976.21
235033437-6,Karim,Osbaldstone,kosbaldstone3t@xing.com,Female,8748 Rieder Trail,,Hyattsville,Maryland,20784,291-68-5677,301-372-0614,832-614-6565,1964-12-02,2,2,191.27
856179899-8,Alanson,Vernall,avernall3u@4shared.com,Female,95 Village Crossing,,San Diego,California,92191,332-82-8976,619-825-4774,336-372-7893,1997-12-09,16,0,1207.54
655220389-6,Anastassia,Bernadzki,abernadzki3v@github.io,Female,25 Burning Wood Hill,,Oklahoma City,Oklahoma,73152,758-91-9114,405-829-0083,318-371-4958,2000-10-13,19,0,2973.34
692929248-6,Oneida,Berger,oberger3w@oakley.com,Female,44 Arkansas Avenue,,Flushing,New York,11355,279-06-2956,917-281-1160,623-690-7349,1988-10-26,3,2,2032.74
713262789-9,Minna,McClifferty,mmcclifferty3x@time.com,Male,12 Saint Paul Way,,Miami,Florida,33190,274-33-9332,786-574-5813,505-720-9412,1957-06-26,9,0,2925.32
896197884-5,Novelia,Dodworth,ndodworth3y@biglobe.ne.jp,Male,11 Haas Lane,,Newark,Delaware,19714,830-54-0925,302-723-5995,801-144-1688,1990-11-11,1,2,352.13
427881697-9,Rog,Dilon,rdilon3z@infoseek.co.jp,Female,54607 Di Loreto Circle,,Madison,Wisconsin,53705,434-41-5018,608-699-6096,425-406-4370,1986-01-27,19,2,2935.07
126618165-2,Ferdinanda,Moncey,fmoncey40@mozilla.com,Female,7321 Anzinger Park,,Metairie,Louisiana,70005,788-49-0046,504-470-5343,405-239-6650,1946-07-03,9,2,2068.72
410966703-8,Joyce,Tufts,jtufts41@deliciousdays.com,Female,359 Boyd Parkway,,Charleston,West Virginia,25356,222-92-2501,304-318-8462,614-908-0280,1973-06-27,15,2,2249.81
